"","DATE","PRODUCT","EX_REFIN","EXCISE_TAX","M_TAX","OIL_FUND","CONSV_FUND","WHOLESALE","VAT_WS","WS_VAT","MARKETING_MARGIN","VAT_MM","RETAIL","EX_RATE","FILE","DISCOUNT","OIL_FUND_2"
"15958",2011-12-09,"ULG 91R ; UNL",21.9995,7,0.7,0,0.25,29.9495,2.096465,32.045965,2.35891121495327,0.165123785046729,34.57,30.9095,"10840_c353f947cc50b24a6c2e5dab9eb2d31a.xlsx",NA,NA
"15959",2011-12-09,"GASOHOL95 E10",22.4554570417149,6.3,0.63,0.2,0.25,29.8354570417149,2.08848199292004,31.9239390346349,1.27669249099539,0.0893684743696774,33.29,30.9095,"10840_c353f947cc50b24a6c2e5dab9eb2d31a.xlsx",NA,NA
"15960",2011-12-09,"GASOHOL91",22.2635040834298,6.3,0.63,-1.4,0.25,28.0435040834298,1.96304528584008,30.0065493692699,1.43313143058891,0.100319200141224,31.54,30.9095,"10840_c353f947cc50b24a6c2e5dab9eb2d31a.xlsx",NA,NA
"15961",2011-12-09,"GASOHOL95 E20",22.4181697519247,5.6,0.56,-2.8,0.25,26.0281697519247,1.82197188263473,27.8501416345595,2.51388632284163,0.175972042598914,30.54,30.9095,"10840_c353f947cc50b24a6c2e5dab9eb2d31a.xlsx",NA,NA
"15962",2011-12-09,"GASOHOL95 E85",21.33008,1.05,0.105,-13.5,0.25,9.23508,0.6464556,9.8815356,10.1294059813084,0.709058418691589,20.72,30.9095,"10840_c353f947cc50b24a6c2e5dab9eb2d31a.xlsx",NA,NA
"15963",2011-12-09,"H-DIESEL(0.035%S)",25.4816,0.005,5e-04,0,0.25,25.7371,1.801597,27.538697,1.8236476635514,0.127655336448598,29.49,30.9095,"10840_c353f947cc50b24a6c2e5dab9eb2d31a.xlsx",NA,NA
"15964",2011-12-09,"FO 600 (1) 2%S",21.4268928559165,1.170375,0.1170375,0.06,0.07,22.8443053559165,1.59910137491416,24.4434067308307,NA,NA,NA,30.9095,"10840_c353f947cc50b24a6c2e5dab9eb2d31a.xlsx",NA,NA
"15965",2011-12-09,"FO 1500 (2) 2%S",20.7686188987825,1.129865,0.1129865,0.06,0.07,22.1414703987825,1.54990292791478,23.6913733266973,NA,NA,NA,30.9095,"10840_c353f947cc50b24a6c2e5dab9eb2d31a.xlsx",NA,NA
"15966",2011-12-09,"LPG (B/KG.)",10.3468,2.17,0.217,0.952499999999999,0,13.6863,0.958041,14.644341,3.2566,0.227962,18.128903,30.9095,"10840_c353f947cc50b24a6c2e5dab9eb2d31a.xlsx",NA,NA
"15967",2011-12-13,"ULG 95R ; UNL",22.3329,7,0.7,0,0.25,30.2829,2.119803,32.402703,6.18438971962618,0.432907280373832,39.02,30.9979,"10844_178d93020edcdf2f72c4e5e857c3cabb.xlsx",NA,NA
"15968",2011-12-13,"ULG 91R ; UNL",21.924,7,0.7,0,0.25,29.874,2.09118,31.96518,2.43441121495327,0.170408785046729,34.57,30.9979,"10844_178d93020edcdf2f72c4e5e857c3cabb.xlsx",NA,NA
"15969",2011-12-13,"GASOHOL95 E10",22.3890874694309,6.3,0.63,0.2,0.25,29.7690874694309,2.08383612286016,31.852923592291,1.34306206327939,0.0940143444295575,33.29,30.9979,"10844_178d93020edcdf2f72c4e5e857c3cabb.xlsx",NA,NA
"15970",2011-12-13,"GASOHOL91",22.1965549388618,6.3,0.63,-1.4,0.25,27.9765549388618,1.95835884572032,29.9349137845821,1.50008057515691,0.105005640260984,31.54,30.9979,"10844_178d93020edcdf2f72c4e5e857c3cabb.xlsx",NA,NA
"15971",2011-12-13,"GASOHOL95 E20",22.3594859538067,5.6,0.56,-2.8,0.25,25.9694859538067,1.81786401676647,27.7873499705731,2.57257012095969,0.180079908467178,30.54,30.9979,"10844_178d93020edcdf2f72c4e5e857c3cabb.xlsx",NA,NA
"15972",2011-12-13,"GASOHOL95 E85",21.318935,1.05,0.105,-13.5,0.25,9.223935,0.64567545,9.86961045,10.1405509813084,0.709838568691589,20.72,30.9979,"10844_178d93020edcdf2f72c4e5e857c3cabb.xlsx",NA,NA
"15973",2011-12-13,"H-DIESEL(0.035%S)",24.960032,0.005,5e-04,0,0.25,25.215532,1.76508724,26.98061924,2.06484183177571,0.144538928224299,29.19,30.9979,"10844_178d93020edcdf2f72c4e5e857c3cabb.xlsx",NA,NA
"15974",2011-12-13,"FO 600 (1) 2%S",20.7554656770186,1.170375,0.1170375,0.06,0.07,22.1728781770186,1.5521014723913,23.7249796494099,NA,NA,NA,30.9979,"10844_178d93020edcdf2f72c4e5e857c3cabb.xlsx",NA,NA
"15975",2011-12-13,"FO 1500 (2) 2%S",20.1662073761808,1.129865,0.1129865,0.06,0.07,21.5390588761808,1.50773412133266,23.0467929975135,NA,NA,NA,30.9979,"10844_178d93020edcdf2f72c4e5e857c3cabb.xlsx",NA,NA
"15976",2011-12-13,"LPG (B/KG.)",10.3468,2.17,0.217,0.952499999999999,0,13.6863,0.958041,14.644341,3.2566,0.227962,18.128903,30.9979,"10844_178d93020edcdf2f72c4e5e857c3cabb.xlsx",NA,NA
"15977",2011-12-14,"ULG 95R ; UNL",22.723,7,0.7,0,0.25,30.673,2.14711,32.82011,5.79428971962617,0.405600280373832,39.02,31.3247,"10852_4fe28b2de96a459a9af55e4440ca1f02.xlsx",NA,NA
"15978",2011-12-14,"ULG 91R ; UNL",22.3098,7,0.7,0,0.25,30.2598,2.118186,32.377986,2.04861121495327,0.143402785046729,34.57,31.3247,"10852_4fe28b2de96a459a9af55e4440ca1f02.xlsx",NA,NA
"15979",2011-12-14,"GASOHOL95 E10",22.7420274669149,6.3,0.63,0.2,0.25,30.1220274669149,2.10854192268404,32.230569389599,0.990122065795368,0.0693085446056758,33.29,31.3247,"10852_4fe28b2de96a459a9af55e4440ca1f02.xlsx",NA,NA
"15980",2011-12-14,"GASOHOL91",22.5474749338298,6.3,0.63,-1.4,0.25,28.3274749338298,1.98292324536809,30.3103981791979,1.14916058018887,0.0804412406132207,31.54,31.3247,"10852_4fe28b2de96a459a9af55e4440ca1f02.xlsx",NA,NA
"15981",2011-12-14,"GASOHOL95 E20",22.6743615055603,5.6,0.56,-2.8,0.25,26.2843615055603,1.83990530538922,28.1242668109495,2.25769456920605,0.158038619844423,30.54,31.3247,"10852_4fe28b2de96a459a9af55e4440ca1f02.xlsx",NA,NA
"15982",2011-12-14,"GASOHOL95 E85",21.37745,1.05,0.105,-13.5,0.25,9.28245,0.6497715,9.9322215,10.0820359813084,0.705742518691589,20.72,31.3247,"10852_4fe28b2de96a459a9af55e4440ca1f02.xlsx",NA,NA
"15983",2011-12-14,"H-DIESEL(0.035%S)",25.133008,0.005,5e-04,0,0.25,25.388508,1.77719556,27.16570356,1.8918658317757,0.132430608224299,29.19,31.3247,"10852_4fe28b2de96a459a9af55e4440ca1f02.xlsx",NA,NA
"15984",2011-12-14,"FO 600 (1) 2%S",20.9510965973618,1.170375,0.1170375,0.06,0.07,22.3685090973618,1.56579563681533,23.9343047341771,NA,NA,NA,31.3247,"10852_4fe28b2de96a459a9af55e4440ca1f02.xlsx",NA,NA
"15985",2011-12-14,"FO 1500 (2) 2%S",20.360601372696,1.129865,0.1129865,0.06,0.07,21.733452872696,1.52134170108872,23.2547945737847,NA,NA,NA,31.3247,"10852_4fe28b2de96a459a9af55e4440ca1f02.xlsx",NA,NA
"15986",2011-12-14,"LPG (B/KG.)",10.3468,2.17,0.217,0.952499999999999,0,13.6863,0.958041,14.644341,3.2566,0.227962,18.128903,31.3247,"10852_4fe28b2de96a459a9af55e4440ca1f02.xlsx",NA,NA
"15987",2011-12-15,"ULG 95R ; UNL",23.049,7,0.7,0,0.25,30.999,2.16993,33.16893,5.46828971962617,0.382780280373832,39.02,31.3903,"10855_49e7391c927ef031330083b2caab677d.xlsx",NA,NA
"15988",2011-12-15,"ULG 91R ; UNL",22.6348,7,0.7,0,0.25,30.5848,2.140936,32.725736,1.72361121495327,0.120652785046729,34.57,31.3903,"10855_49e7391c927ef031330083b2caab677d.xlsx",NA,NA
"15989",2011-12-15,"GASOHOL95 E10",23.035798825039,6.3,0.63,0.2,0.25,30.415798825039,2.12910591775273,32.5449047427917,0.69635070767128,0.0487445495369896,33.29,31.3903,"10855_49e7391c927ef031330083b2caab677d.xlsx",NA,NA
"15990",2011-12-15,"GASOHOL91",22.840717650078,6.3,0.63,-1.4,0.25,28.620717650078,2.00345023550546,30.6241678855835,0.855917863940693,0.0599142504758485,31.54,31.3903,"10855_49e7391c927ef031330083b2caab677d.xlsx",NA,NA
"15991",2011-12-15,"GASOHOL95 E20",22.9357226689478,5.6,0.56,-2.8,0.25,26.5457226689478,1.85820058682635,28.4039232557742,1.99633340581854,0.139743338407298,30.54,31.3903,"10855_49e7391c927ef031330083b2caab677d.xlsx",NA,NA
"15992",2011-12-15,"GASOHOL95 E85",21.42635,1.05,0.105,-13.5,0.25,9.33135,0.6531945,9.9845445,10.0331359813084,0.702319518691589,20.72,31.3903,"10855_49e7391c927ef031330083b2caab677d.xlsx",NA,NA
"15993",2011-12-15,"H-DIESEL(0.035%S)",25.352464,0.005,5e-04,0,0.25,25.607964,1.79255748,27.40052148,1.6724098317757,0.117068688224299,29.19,31.3903,"10855_49e7391c927ef031330083b2caab677d.xlsx",NA,NA
"15994",2011-12-15,"FO 600 (1) 2%S",21.1317454979432,1.170375,0.1170375,0.06,0.07,22.5491579979432,1.57844105985603,24.1275990577992,NA,NA,NA,31.3903,"10855_49e7391c927ef031330083b2caab677d.xlsx",NA,NA
"15995",2011-12-15,"FO 1500 (2) 2%S",20.5224281581876,1.129865,0.1129865,0.06,0.07,21.8952796581876,1.53266957607314,23.4279492342608,NA,NA,NA,31.3903,"10855_49e7391c927ef031330083b2caab677d.xlsx",NA,NA
"15996",2011-12-15,"LPG (B/KG.)",10.3468,2.17,0.217,0.952499999999999,0,13.6863,0.958041,14.644341,3.2566,0.227962,18.128903,31.3903,"10855_49e7391c927ef031330083b2caab677d.xlsx",NA,NA
"15997",2011-12-19,"ULG 95R ; UNL",22.5685,7,0.7,0,0.25,30.5185,2.136295,32.654795,5.94878971962617,0.416415280373832,39.02,31.4858,"10859_6cf1f2900897efcdf9ad0416bd3620f2.xlsx",NA,NA
"15998",2011-12-19,"ULG 91R ; UNL",22.1532,7,0.7,0,0.25,30.1032,2.107224,32.210424,2.20521121495327,0.154364785046729,34.57,31.4858,"10859_6cf1f2900897efcdf9ad0416bd3620f2.xlsx",NA,NA
"15999",2011-12-19,"GASOHOL95 E10",22.6038894454788,6.3,0.63,0.2,0.25,29.9838894454788,2.09887226118352,32.0827617066623,1.12826008723148,0.0789782061062039,33.29,31.4858,"10859_6cf1f2900897efcdf9ad0416bd3620f2.xlsx",NA,NA
"16000",2011-12-19,"GASOHOL91",22.4083588909576,6.3,0.63,-1.4,0.25,28.1883588909576,1.97318512236703,30.1615440133246,1.28827662306111,0.0901793636142774,31.54,31.4858,"10859_6cf1f2900897efcdf9ad0416bd3620f2.xlsx",NA,NA
"16001",2011-12-19,"GASOHOL95 E20",22.5521396065013,5.6,0.56,-2.8,0.25,26.1621396065013,1.83134977245509,27.9934893789564,2.37991646826507,0.166594152778555,30.54,31.4858,"10859_6cf1f2900897efcdf9ad0416bd3620f2.xlsx",NA,NA
"16002",2011-12-19,"GASOHOL95 E85",21.354275,1.05,0.105,-13.5,0.25,9.259275,0.64814925,9.90742425,10.1052109813084,0.707364768691589,20.72,31.4858,"10859_6cf1f2900897efcdf9ad0416bd3620f2.xlsx",NA,NA
"16003",2011-12-19,"H-DIESEL(0.035%S)",24.765248,0.005,5e-04,0,0.25,25.020748,1.75145236,26.77220036,1.979252,0.13854764,28.89,31.4858,"10859_6cf1f2900897efcdf9ad0416bd3620f2.xlsx",NA,NA
"16004",2011-12-19,"FO 600 (1) 2%S",20.6456225859068,1.170375,0.1170375,0.06,0.07,22.0630350859068,1.54441245601348,23.6074475419203,NA,NA,NA,31.4858,"10859_6cf1f2900897efcdf9ad0416bd3620f2.xlsx",NA,NA
"16005",2011-12-19,"FO 1500 (2) 2%S",19.9969118674693,1.129865,0.1129865,0.06,0.07,21.3697633674693,1.49588343572285,22.8656468031922,NA,NA,NA,31.4858,"10859_6cf1f2900897efcdf9ad0416bd3620f2.xlsx",NA,NA
"16006",2011-12-19,"LPG (B/KG.)",10.3468,2.17,0.217,0.952499999999999,0,13.6863,0.958041,14.644341,3.2566,0.227962,18.128903,31.4858,"10859_6cf1f2900897efcdf9ad0416bd3620f2.xlsx",NA,NA
"16007",2011-12-20,"ULG 95R ; UNL",22.3124,7,0.7,0,0.25,30.2624,2.118368,32.380768,6.20488971962617,0.434342280373832,39.02,31.4858,"10864_e74e87906748ee033b9684b7e6333936.xlsx",NA,NA
"16008",2011-12-20,"ULG 91R ; UNL",21.8981,7,0.7,0,0.25,29.8481,2.089367,31.937467,2.46031121495327,0.172221785046729,34.57,31.4858,"10864_e74e87906748ee033b9684b7e6333936.xlsx",NA,NA
"16009",2011-12-20,"GASOHOL95 E10",22.3733994454788,6.3,0.63,0.2,0.25,29.7533994454788,2.08273796118352,31.8361374066623,1.35875008723149,0.0951125061062042,33.29,31.4858,"10864_e74e87906748ee033b9684b7e6333936.xlsx",NA,NA
"16010",2011-12-20,"GASOHOL91",22.1787688909576,6.3,0.63,-1.4,0.25,27.9587688909576,1.95711382236703,29.9158827133246,1.51786662306111,0.106250663614278,31.54,31.4858,"10864_e74e87906748ee033b9684b7e6333936.xlsx",NA,NA
"16011",2011-12-20,"GASOHOL95 E20",22.3472596065013,5.6,0.56,-2.8,0.25,25.9572596065013,1.81700817245509,27.7742677789564,2.58479646826507,0.180935752778555,30.54,31.4858,"10864_e74e87906748ee033b9684b7e6333936.xlsx",NA,NA
"16012",2011-12-20,"GASOHOL95 E85",21.31586,1.05,0.105,-13.5,0.25,9.22086,0.6454602,9.8663202,10.1436259813084,0.710053818691589,20.72,31.4858,"10864_e74e87906748ee033b9684b7e6333936.xlsx",NA,NA
"16013",2011-12-20,"H-DIESEL(0.035%S)",24.484352,0.005,5e-04,0,0.25,24.739852,1.73178964,26.47164164,2.260148,0.15821036,28.89,31.4858,"10864_e74e87906748ee033b9684b7e6333936.xlsx",NA,NA
"16014",2011-12-20,"FO 600 (1) 2%S",20.4669639772435,1.170375,0.1170375,0.06,0.07,21.8843764772435,1.53190635340705,23.4162828306506,NA,NA,NA,31.4858,"10864_e74e87906748ee033b9684b7e6333936.xlsx",NA,NA
"16015",2011-12-20,"FO 1500 (2) 2%S",19.795821538925,1.129865,0.1129865,0.06,0.07,21.168673038925,1.48180711272475,22.6504801516498,NA,NA,NA,31.4858,"10864_e74e87906748ee033b9684b7e6333936.xlsx",NA,NA
"16016",2011-12-20,"LPG (B/KG.)",10.3468,2.17,0.217,0.952499999999999,0,13.6863,0.958041,14.644341,3.2566,0.227962,18.128903,31.4858,"10864_e74e87906748ee033b9684b7e6333936.xlsx",NA,NA
"16017",2011-12-21,"ULG 95R ; UNL",22.3206,7,0.7,0,0.25,30.2706,2.118942,32.389542,6.19668971962617,0.433768280373832,39.02,31.4278,"10869_ab65808cdb14b92e459a38cf68bd748f.xlsx",NA,NA
"16018",2011-12-21,"ULG 91R ; UNL",21.9062,7,0.7,0,0.25,29.8562,2.089934,31.946134,2.45221121495327,0.171654785046729,34.57,31.4278,"10869_ab65808cdb14b92e459a38cf68bd748f.xlsx",NA,NA
"16019",2011-12-21,"GASOHOL95 E10",22.380451110552,6.3,0.63,0.2,0.25,29.760451110552,2.08323157773864,31.8436826882906,1.35169842215827,0.0946188895510792,33.29,31.4278,"10869_ab65808cdb14b92e459a38cf68bd748f.xlsx",NA,NA
"16020",2011-12-21,"GASOHOL91",22.185402221104,6.3,0.63,-1.4,0.25,27.965402221104,1.95757815547728,29.9229803765813,1.51123329291468,0.105786330504027,31.54,31.4278,"10869_ab65808cdb14b92e459a38cf68bd748f.xlsx",NA,NA
"16021",2011-12-21,"GASOHOL95 E20",22.3533234559453,5.6,0.56,-2.8,0.25,25.9633234559453,1.81743264191617,27.7807560978614,2.5787326188211,0.180511283317477,30.54,31.4278,"10869_ab65808cdb14b92e459a38cf68bd748f.xlsx",NA,NA
"16022",2011-12-21,"GASOHOL95 E85",21.31709,1.05,0.105,-13.5,0.25,9.22209,0.6455463,9.8676363,10.1423959813084,0.709967718691589,20.72,31.4278,"10869_ab65808cdb14b92e459a38cf68bd748f.xlsx",NA,NA
"16023",2011-12-21,"H-DIESEL(0.035%S)",24.512592,0.005,5e-04,0,0.25,24.768092,1.73376644,26.50185844,1.9515341682243,0.136607391775701,28.59,31.4278,"10869_ab65808cdb14b92e459a38cf68bd748f.xlsx",NA,NA
"16024",2011-12-21,"FO 600 (1) 2%S",20.7515195590925,1.170375,0.1170375,0.06,0.07,22.1689320590925,1.55182524413647,23.7207573032289,NA,NA,NA,31.4278,"10869_ab65808cdb14b92e459a38cf68bd748f.xlsx",NA,NA
"16025",2011-12-21,"FO 1500 (2) 2%S",20.1224427656538,1.129865,0.1129865,0.06,0.07,21.4952942656538,1.50467059859577,22.9999648642496,NA,NA,NA,31.4278,"10869_ab65808cdb14b92e459a38cf68bd748f.xlsx",NA,NA
"16026",2011-12-21,"LPG (B/KG.)",10.3468,2.17,0.217,0.952499999999999,0,13.6863,0.958041,14.644341,3.2566,0.227962,18.128903,31.4278,"10869_ab65808cdb14b92e459a38cf68bd748f.xlsx",NA,NA
"16027",2011-12-22,"ULG 95R ; UNL",22.6994,7,0.7,0,0.25,30.6494,2.145458,32.794858,5.81788971962617,0.407252280373832,39.02,31.3658,"10875_aecbb66e7c25b12b245226c1b2ee5a97.xlsx",NA,NA
"16028",2011-12-22,"ULG 91R ; UNL",22.2856,7,0.7,0,0.25,30.2356,2.116492,32.352092,2.07281121495327,0.145096785046729,34.57,31.3658,"10875_aecbb66e7c25b12b245226c1b2ee5a97.xlsx",NA,NA
"16029",2011-12-22,"GASOHOL95 E10",22.7210201318372,6.3,0.63,0.2,0.25,30.1010201318372,2.1070714092286,32.2080915410658,1.01112940087311,0.0707790580611178,33.29,31.3658,"10875_aecbb66e7c25b12b245226c1b2ee5a97.xlsx",NA,NA
"16030",2011-12-22,"GASOHOL91",22.5261602636743,6.3,0.63,-1.4,0.25,28.3061602636743,1.9814312184572,30.2875914821315,1.17047525034436,0.0819332675241051,31.54,31.3658,"10875_aecbb66e7c25b12b245226c1b2ee5a97.xlsx",NA,NA
"16031",2011-12-22,"GASOHOL95 E20",22.6558330881095,5.6,0.56,-2.8,0.25,26.2658330881095,1.83860831616766,28.1044414042772,2.27622298665686,0.15933560906598,30.54,31.3658,"10875_aecbb66e7c25b12b245226c1b2ee5a97.xlsx",NA,NA
"16032",2011-12-22,"GASOHOL95 E85",21.37391,1.05,0.105,-13.5,0.25,9.27891,0.6495237,9.9284337,10.0855759813084,0.705990318691589,20.72,31.3658,"10875_aecbb66e7c25b12b245226c1b2ee5a97.xlsx",NA,NA
"16033",2011-12-22,"H-DIESEL(0.035%S)",24.850704,0.005,5e-04,0,0.25,25.106204,1.75743428,26.86363828,1.6134221682243,0.112939551775701,28.59,31.3658,"10875_aecbb66e7c25b12b245226c1b2ee5a97.xlsx",NA,NA
"16034",2011-12-22,"FO 600 (1) 2%S",21.1176186993413,1.170375,0.1170375,0.06,0.07,22.5350311993413,1.57745218395389,24.1124833832952,NA,NA,NA,31.3658,"10875_aecbb66e7c25b12b245226c1b2ee5a97.xlsx",NA,NA
"16035",2011-12-22,"FO 1500 (2) 2%S",20.4818153250642,1.129865,0.1129865,0.06,0.07,21.8546668250642,1.52982667775449,23.3844935028186,NA,NA,NA,31.3658,"10875_aecbb66e7c25b12b245226c1b2ee5a97.xlsx",NA,NA
"16036",2011-12-22,"LPG (B/KG.)",10.3468,2.17,0.217,0.952499999999999,0,13.6863,0.958041,14.644341,3.2566,0.227962,18.128903,31.3658,"10875_aecbb66e7c25b12b245226c1b2ee5a97.xlsx",NA,NA
"16037",2011-12-23,"ULG 95R ; UNL",22.9926,7,0.7,0,0.25,30.9426,2.165982,33.108582,5.43123177570094,0.380186224299066,38.92,31.4633,"10880_32788f00103f2e966d9898912b74b06d.xlsx",NA,NA
"16038",2011-12-23,"ULG 91R ; UNL",22.5774,7,0.7,0,0.25,30.5274,2.136918,32.664318,2.1548429906542,0.150839009345794,34.97,31.4633,"10880_32788f00103f2e966d9898912b74b06d.xlsx",NA,NA
"16039",2011-12-23,"GASOHOL95 E10",22.985452074171,6.3,0.63,0.2,0.25,30.365452074171,2.12558164519197,32.491033719363,1.12052923424023,0.078437046396816,33.69,31.4633,"10880_32788f00103f2e966d9898912b74b06d.xlsx",NA,NA
"16040",2011-12-23,"GASOHOL91",22.789884148342,6.3,0.63,-1.4,0.25,28.569884148342,1.99989189038394,30.5697760387259,1.28058314137765,0.0896408198964357,31.94,31.4633,"10880_32788f00103f2e966d9898912b74b06d.xlsx",NA,NA
"16041",2011-12-23,"GASOHOL95 E20",22.8912271343028,5.6,0.56,-2.8,0.25,26.5012271343028,1.8550858994012,28.356313033704,2.41466071616447,0.169026250131513,30.94,31.4633,"10880_32788f00103f2e966d9898912b74b06d.xlsx",NA,NA
"16042",2011-12-23,"GASOHOL95 E85",21.41789,1.05,0.105,-13.5,0.25,9.32289,0.6526023,9.9754923,10.2285118691589,0.715995830841122,20.92,31.4633,"10880_32788f00103f2e966d9898912b74b06d.xlsx",NA,NA
"16043",2011-12-23,"H-DIESEL(0.035%S)",25.142544,0.005,5e-04,0,0.25,25.398044,1.77786308,27.17590708,1.601956,0.11213692,28.89,31.4633,"10880_32788f00103f2e966d9898912b74b06d.xlsx",NA,NA
"16044",2011-12-23,"FO 600 (1) 2%S",21.3272074542184,1.170375,0.1170375,0.06,0.07,22.7446199542184,1.59212339679529,24.3367433510137,NA,NA,NA,31.4633,"10880_32788f00103f2e966d9898912b74b06d.xlsx",NA,NA
"16045",2011-12-23,"FO 1500 (2) 2%S",20.6791807011473,1.129865,0.1129865,0.06,0.07,22.0520322011473,1.54364225408031,23.5956744552276,NA,NA,NA,31.4633,"10880_32788f00103f2e966d9898912b74b06d.xlsx",NA,NA
"16046",2011-12-23,"LPG (B/KG.)",10.3468,2.17,0.217,0.952499999999999,0,13.6863,0.958041,14.644341,3.2566,0.227962,18.128903,31.4633,"10880_32788f00103f2e966d9898912b74b06d.xlsx",NA,NA
"16047",2011-12-26,"ULG 95R ; UNL",23.0324,7,0.7,0,0.25,30.9824,2.168768,33.151168,5.39143177570094,0.377400224299066,38.92,31.402,"10887_09f16685a71316561051bd3e1dc62d4e.xlsx",NA,NA
"16048",2011-12-26,"ULG 91R ; UNL",22.6181,7,0.7,0,0.25,30.5681,2.139767,32.707867,2.1141429906542,0.147990009345794,34.97,31.402,"10887_09f16685a71316561051bd3e1dc62d4e.xlsx",NA,NA
"16049",2011-12-26,"GASOHOL95 E10",23.0209250581191,6.3,0.63,0.2,0.25,30.4009250581191,2.12806475406833,32.5289898121874,1.08505625029216,0.0759539375204509,33.69,31.402,"10887_09f16685a71316561051bd3e1dc62d4e.xlsx",NA,NA
"16050",2011-12-26,"GASOHOL91",22.8258201162381,6.3,0.63,-1.4,0.25,28.6058201162381,2.00240740813667,30.6082275243748,1.24464717348152,0.0871253021437061,31.94,31.402,"10887_09f16685a71316561051bd3e1dc62d4e.xlsx",NA,NA
"16051",2011-12-26,"GASOHOL95 E20",22.922542754491,5.6,0.56,-2.8,0.25,26.532542754491,1.85727799281437,28.3898207473054,2.38334509597627,0.166834156718339,30.94,31.402,"10887_09f16685a71316561051bd3e1dc62d4e.xlsx",NA,NA
"16052",2011-12-26,"GASOHOL95 E85",21.42386,1.05,0.105,-13.5,0.25,9.32886,0.6530202,9.9818802,10.2225418691589,0.715577930841122,20.92,31.402,"10887_09f16685a71316561051bd3e1dc62d4e.xlsx",NA,NA
"16053",2011-12-26,"H-DIESEL(0.035%S)",25.169808,0.005,5e-04,0,0.25,25.425308,1.77977156,27.20507956,1.574692,0.11022844,28.89,31.402,"10887_09f16685a71316561051bd3e1dc62d4e.xlsx",NA,NA
"16054",2011-12-26,"FO 600 (1) 2%S",21.368556977576,1.148285,0.1148285,0.06,0.07,22.761670477576,1.59331693343032,24.3549874110063,NA,NA,NA,31.402,"10887_09f16685a71316561051bd3e1dc62d4e.xlsx",NA,NA
"16055",2011-12-26,"FO 1500 (2) 2%S",20.6818931814019,1.130425,0.1130425,0.06,0.07,22.0553606814019,1.54387524769813,23.5992359291,NA,NA,NA,31.402,"10887_09f16685a71316561051bd3e1dc62d4e.xlsx",NA,NA
"16056",2011-12-26,"LPG (B/KG.)",10.3468,2.17,0.217,0.952499999999999,0,13.6863,0.958041,14.644341,3.2566,0.227962,18.128903,31.402,"10887_09f16685a71316561051bd3e1dc62d4e.xlsx",NA,NA
"16057",2011-12-27,"ULG 95R ; UNL",23.0687,7,0.7,0,0.25,31.0187,2.171309,33.190009,5.35513177570094,0.374859224299066,38.92,31.4515,"10889_a75aca52832db63fdea4cff3326d2134.xlsx",NA,NA
"16058",2011-12-27,"ULG 91R ; UNL",22.6537,7,0.7,0,0.25,30.6037,2.142259,32.745959,2.07854299065421,0.145498009345794,34.97,31.4515,"10889_a75aca52832db63fdea4cff3326d2134.xlsx",NA,NA
"16059",2011-12-27,"GASOHOL95 E10",23.0538752749962,6.3,0.63,0.2,0.25,30.4338752749962,2.13037126924974,32.564246544246,1.05210603341499,0.0736474223390491,33.69,31.4515,"10889_a75aca52832db63fdea4cff3326d2134.xlsx",NA,NA
"16060",2011-12-27,"GASOHOL91",22.8584205499925,6.3,0.63,-1.4,0.25,28.6384205499925,2.00468943849947,30.6431099884919,1.21204673972717,0.0848432717809019,31.94,31.4515,"10889_a75aca52832db63fdea4cff3326d2134.xlsx",NA,NA
"16061",2011-12-27,"GASOHOL95 E20",22.9520061933276,5.6,0.56,-2.8,0.25,26.5620061933276,1.85934043353293,28.4213466268606,2.35388165713966,0.164771715999776,30.94,31.4515,"10889_a75aca52832db63fdea4cff3326d2134.xlsx",NA,NA
"16062",2011-12-27,"GASOHOL95 E85",21.429305,1.05,0.105,-13.5,0.25,9.334305,0.65340135,9.98770635,10.2170968691589,0.715196780841122,20.92,31.4515,"10889_a75aca52832db63fdea4cff3326d2134.xlsx",NA,NA
"16063",2011-12-27,"H-DIESEL(0.035%S)",25.179744,0.005,5e-04,0,0.25,25.435244,1.78046708,27.21571108,1.564756,0.10953292,28.89,31.4515,"10889_a75aca52832db63fdea4cff3326d2134.xlsx",NA,NA
"16064",2011-12-27,"FO 600 (1) 2%S",21.4017680332536,1.148285,0.1148285,0.06,0.07,22.7948815332536,1.59564170732775,24.3905232405814,NA,NA,NA,31.4515,"10889_a75aca52832db63fdea4cff3326d2134.xlsx",NA,NA
"16065",2011-12-27,"FO 1500 (2) 2%S",20.7144947262869,1.130425,0.1130425,0.06,0.07,22.0879622262869,1.54615735584008,23.634119582127,NA,NA,NA,31.4515,"10889_a75aca52832db63fdea4cff3326d2134.xlsx",NA,NA
"16066",2011-12-27,"LPG (B/KG.)",10.3468,2.17,0.217,0.952499999999999,0,13.6863,0.958041,14.644341,3.2566,0.227962,18.128903,31.4515,"10889_a75aca52832db63fdea4cff3326d2134.xlsx",NA,NA
"16067",2011-12-28,"ULG 95R ; UNL",23.2732,7,0.7,0,0.25,31.2232,2.185624,33.408824,5.15063177570094,0.360544224299066,38.92,31.5391,"10893_62545a1b78b25d8d1cdc8009c08a6da1.xlsx",NA,NA
"16068",2011-12-28,"ULG 91R ; UNL",22.8569,7,0.7,0,0.25,30.8069,2.156483,32.963383,1.8753429906542,0.131274009345794,34.97,31.5391,"10893_62545a1b78b25d8d1cdc8009c08a6da1.xlsx",NA,NA
