"filename","year","date","net_oil","net_lpg","net_total"
"ฐานะกองทุน ส่ง สนพ 68-03-02.pdf","2568",2025-03-02,-20155,-46264,-66419
"ฐานะกองทุน ส่ง สนพ 68-03-09.pdf","2568",2025-03-09,-18343,-46185,-64528
"ฐานะกองทุน ส่ง สนพ 68-03-16.pdf","2568",2025-03-16,-16276,-46120,-62396
"ฐานะกองทุน ส่ง สนพ 68-03-23.pdf","2568",2025-03-23,-14063,-45989,-60052
"สิ้นสุด ณ วันที่ 30 มีนาคม 2568.pdf","2568",2025-03-30,-12519,-45909,-58428
"ฐานะกองทุน ส่ง สนพ 68-04-06.pdf","2568",2025-04-06,-10855,-45797,-56652
"ฐานะกองทุน ส่ง สนพ 68-04-13.pdf","2568",2025-04-13,-9219,-45716,-54935
"ฐานะกองทุน ส่ง สนพ 68-04-20.pdf","2568",2025-04-20,-7020,-45493,-52513
"ฐานะกองทุน ส่ง สนพ 68-04-27-l.pdf","2568",2025-04-27,-4616,-45365,-49981
"ฐานะกองทุน ส่ง สนพ 68-05-04.pdf","2568",2025-05-04,-2540,-45239,-47779
"ฐานะกองทุน ส่ง สนพ 68-05-11.pdf","2568",2025-05-11,-372,-45112,-45484
"ฐานะกองทุน ส่ง สนพ 68-05-18.pdf","2568",2025-05-18,773,-45039,-44266
"ฐานะกองทุน ส่ง สนพ 68-05-25.pdf","2568",2025-05-25,2607,-44881,-42274
"ฐานะกองทุน ส่ง สนพ 68-06-01.pdf","2568",2025-06-01,4634,-44737,-40103
"ฐานะกองทุน ส่ง สนพ 68-06-08_0.pdf","2568",2025-06-08,6541,-44624,-38083
"ฐานะกองทุน ส่ง สนพ 68-06-15.pdf","2568",2025-06-15,8244,-44512,-36268
"ฐานะกองทุน ส่ง สนพ 68-06-22_0.pdf","2568",2025-06-22,8995,-44403,-35408
"ฐานะกองทุน ส่ง สนพ 68-06-29.pdf","2568",2025-06-29,9638,-44275,-34637
"ฐานะกองทุน ส่ง สนพ 68-07-06.pdf","2568",2025-07-06,11274,-44130,-32856
"ฐานะกองทุน ส่ง สนพ 68-07-13.pdf","2568",2025-07-13,12406,-43994,-31588
"ฐานะกองทุน ส่ง สนพ 68-07-20_0.pdf","2568",2025-07-20,13431,-43876,-30445
"ฐานะกองทุน ส่ง สนพ 68-07-27.pdf","2568",2025-07-27,14250,-43742,-29492
"ฐานะกองทุน ส่ง สนพ 68-08-03.pdf","2568",2025-08-03,15059,-43585,-28526
"ฐานะกองทุน ส่ง สนพ 68-08-10.pdf","2568",2025-08-10,16069,-43402,-27333
"ฐานะกองทุน ส่ง สนพ 68-08-17.pdf","2568",2025-08-17,17250,-43252,-26002
"ฐานะกองทุน ส่ง สนพ 68-08-24.pdf","2568",2025-08-24,18749,-43104,-24355
"ฐานะกองทุน ส่ง สนพ 68-08-31.pdf","2568",2025-08-31,19960,-42942,-22982
"ฐานะกองทุน ส่ง สนพ 68-09-07.pdf","2568",2025-09-07,20834,-42791,-21957
"ฐานะกองทุน ส่ง สนพ 68-09-14.pdf","2568",2025-09-14,21947,-42611,-20664
"ฐานะกองทุน ส่ง สนพ 68-09-21.pdf","2568",2025-09-21,23265,-42426,-19161
"ฐานะกองทุน ส่ง สนพ 68-09-28.pdf","2568",2025-09-28,24429,-42267,-17838
"ฐานะกองทุน ส่ง สนพ 68-10-05.pdf","2568",2025-10-05,25651,-42023,-16372
"ฐานะกองทุน ส่ง สนพ 68-10-12.pdf","2568",2025-10-12,26230,-41834,-15604
"ฐานะกองทุน ส่ง สนพ 68-10-19.pdf","2568",2025-10-19,26910,-41664,-14754
"ฐานะกองทุน ส่ง สนพ 68-10-26.pdf","2568",2025-10-26,27745,-41485,-13740
"ฐานะกองทุน ส่ง สนพ 68-11-02.pdf","2568",2025-11-02,27965,-41239,-13274
"ฐานะกองทุน ส่ง สนพ 68-11-09.pdf","2568",2025-11-09,28125,-41020,-12895
"ฐานะกองทุน ส่ง สนพ 68-11-16.pdf","2568",2025-11-16,27996,-40778,-12782
"ฐานะกองทุน ส่ง สนพ 68-11-23.pdf","2568",2025-11-23,27675,-40552,-12877
"ฐานะกองทุน ส่ง สนพ 68-11-30.pdf","2568",2025-11-30,28035,-40381,-12346
"ฐานะกองทุน ส่ง สนพ 68-12-07.pdf","2568",2025-12-07,28715,-40194,-11479
"ฐานะกองทุน ส่ง สนพ 68-12-14.pdf","2568",2025-12-14,29645,-39984,-10339
"ฐานะกองทุน ส่ง สนพ 68-12-21.pdf","2568",2025-12-21,31291,-39746,-8455
"ฐานะกองทุน ส่ง สนพ 68-12-28.pdf","2568",2025-12-28,32901,-39545,-6644
"ฐานะกองทุน ส่ง สนพ 69-01-04.pdf","2569",2026-01-04,34573,-39361,-4788
"ฐานะกองทุน ส่ง สนพ 69-01-11.pdf","2569",2026-01-11,36085,-39175,-3090
"ฐานะกองทุน ส่ง สนพ 69-01-18.pdf","2569",2026-01-18,37308,-38970,-1662
"ฐานะกองทุน ส่ง สนพ 69-01-25.pdf","2569",2026-01-25,38335,-38763,-428
"ฐานะกองทุน ส่ง สนพ 69-02-01.pdf","2569",2026-02-01,39046,-38541,505
"ฐานะกองทุน ส่ง สนพ 69-02-08.pdf","2569",2026-02-08,39592,-38366,1226
"ฐานะกองทุน ส่ง สนพ 69-02-15.pdf","2569",2026-02-15,39951,-38179,1772
"ฐานะกองทุน ส่ง สนพ 69-02-22.pdf","2569",2026-02-22,40374,-37989,2385
"ฐานะกองทุน ส่ง สนพ 69-03-01.pdf","2569",2026-03-01,40313,-37854,2459
"ฐานะกองทุน ส่ง สนพ 69-03-08.pdf","2569",2026-03-08,36949,-37735,-786
"ฐานะกองทุน ส่ง สนพ 69-03-15.pdf","2569",2026-03-15,25016,-37621,-12605
"ฐานะกองทุน ส่ง สนพ 69-03-22.pdf","2569",2026-03-22,9302,-37411,-28109
"ฐานะกองทุน ส่ง สนพ 69-03-29.pdf","2569",2026-03-29,-4833,-37315,-42148
"ฐานะกองทุน ส่ง สนพ 69-04-05.pdf","2569",2026-04-05,-15800,-37426,-53226
"ฐานะกองทุน ส่ง สนพ 69-05-10.pdf","2569",2026-05-10,-24787,-38492,-63279
"ฐานะกองทุน ส่ง สนพ 69-05-17.pdf","2569",2026-05-17,-25097,-38649,-63746
"ฐานะกองทุน ส่ง สนพ 69-05-24-ปป หนี้โรงกลั่น-o.pdf","2569",2026-05-24,-19525,-38398,-57923
"ฐานะกองทุน ส่ง สนพ 69-05-31-ปป หนี้โรงกลั่น -oo.pdf","2569",2026-05-31,-19559,-38566,-58125
"ฐานะกองทุน ส่ง สนพ 69-06-07-ปป หนี้โรงกลั่น -oo.pdf","2569",2026-06-07,-19812,-38721,-58533
"ฐานะกองทุน ส่ง สนพ 69-06-14-ปป หนี้โรงกลั่น -oo.pdf","2569",2026-06-14,-19647,-38851,-58498
"ฐานะกองทุน ส่ง สนพ 69-06-21_2.pdf","2569",2026-06-21,-18904,-39029,-57933
"ฐานะกองทุน ส่ง สนพ 69-06-28.pdf","2569",2026-06-28,-18433,-39222,-57655
